,ACLED_PK,KPIFK,TimeFK_Event_Date,DateClean,Flashfill,Date Format,CountryFK,ACLED_Region,ACLED_GWNO,ACLED_Event_ID_Cnty,ACLED_Event_ID_No_Cnty,ACLED_Year,ACLED_Time_Precision,ACLED_Event_Type,ACLED_Event_TypeDesc,ACLED_Event_SubType,ACLED_Event_SubTypeDesc,ACLED_Actor1,ACLED_Ally_Actor1,ACLED_Inter1,ACLED_Actor2,ACLED_Ally_Actor2,ACLED_Inter2,ACLED_Interaction,ACLED_Admin1,ACLED_Admin2,ACLED_Admin3,ACLED_Location,ACLED_Latitude,ACLED_Longitude,ACLED_Geo_Precision,ACLED_Source,ACLED_SourceScale,ACLED_Notes,ACLED_Fatalities,ACLED_CreatedOn,ACLED_CreatedBy,ACLED_UpdatedOn,ACLED_UpdatedBy
4096,9525620,95,20150114,20150114,2015-01-14,2015-01-14,3,South Asia,,SRI28,28,2015,2,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Central,Kandy,Pasbage Korale,Nawalapitiya,7.0534,80.5321,1,Daily Mirror (Sri Lanka),National,"Area residents staged a protest demanding the immediate acquisition of the plot of land belonging to the Nawalapitiya Central College. They alleged that more than ten acres of land belonging to the school had been divided among the individuals concerned. After staging the protest in the Nawalapitiya town, they marched to the school compound and showed the barricaded land to the media and also the ongoing construction work.",0,28:15.3,RES01\admbaldassarre,,
4097,9481456,95,20170415,20170415,2017-04-15,2017-04-15,3,South Asia,,SRI691,691,2017,3,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Northern,Mannar,Musali,Mullikulam,8.7253,79.9609,1,Daily Financial Times (Sri Lanka),National,"People staged a month-long protest at Mullikulam village in Mannar, in Sri Lanka's Northern Province, demanding that the Sri Lankan Navy release her land.",0,28:15.3,RES01\admbaldassarre,,
4098,9493479,95,20170707,20170707,2017-07-07,2017-07-07,3,South Asia,,SRI771,771,2017,3,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Northern,Jaffna,Valikamam East,Puttur,9.7333,80.1,2,Daily Mirror (Sri Lanka),National,"Residents launched a continual Satyagraha protest in Kalaimathi village in Puttur during the first two weeks of July, following the arrest of villagers strongly opposed to rebuilding a cemetery in their village.",0,28:15.3,RES01\admbaldassarre,,
4099,9706746,95,20170830,20170830,2017-08-30,2017-08-30,3,South Asia,,SRI851,851,2017,2,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Southern,Matara,Matara,Matara,5.9485,80.5353,2,Daily Mirror (Sri Lanka),National,"The Anti-SAITM people's Front held a torch-carrying demonstration in Matara district (assumed on August 30), demanding the immediate closure of the Southern Asian Institute of Technology and Medicine (SAITM).",0,28:15.3,RES01\admbaldassarre,,
4100,9718092,95,20170830,20170830,2017-08-30,2017-08-30,3,South Asia,,SRI835,835,2017,2,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Uva,Badulla,Badulla,Badulla,6.9895,81.0557,2,Daily Mirror (Sri Lanka),National,"The Anti-SAITM people's Front held a torch-carrying demonstration in Badulla district (assumed on August 30), demanding the immediate closure of the Southern Asian Institute of Technology and Medicine (SAITM).",0,28:15.3,RES01\admbaldassarre,,
4101,9672518,95,20170830,20170830,2017-08-30,2017-08-30,3,South Asia,,SRI836,836,2017,2,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Uva,Moneragala,Buttala,Buttala,6.7608,81.2488,1,Daily Mirror (Sri Lanka),National,"The Anti-SAITM people's Front held protest functions in Buththala (assumed on August 30), demanding the immediate closure of the Southern Asian Institute of Technology and Medicine (SAITM).",0,28:15.3,RES01\admbaldassarre,,
4102,9665239,95,20170419,20170419,2017-04-19,2017-04-19,3,South Asia,,SRI695,695,2017,2,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Western,Gampaha,Attanagalla,Dadagamuwa,7.1368,80.0572,1,Daily News (Sri Lanka),National,Residents in Dadagamuwa staged a protest against garbage from other areas being dumped in their area. The protest was called off after the Nittambuwa Police and Provincial authorities assured the protesters that garbage from other areas would not be dumped in Dadagamuwa. Time precision 2 because an exact date was not specified.,0,28:15.3,RES01\admbaldassarre,,
4103,9829849,95,20170830,20170830,2017-08-30,2017-08-30,3,South Asia,,SRI850,850,2017,2,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Central,Matale,Matale,Matale,7.4698,80.6217,2,Daily Mirror (Sri Lanka),National,"The Anti-SAITM people's Front held a torch-carrying demonstration in Matale district (assumed on August 30), demanding the immediate closure of the Southern Asian Institute of Technology and Medicine (SAITM).",0,28:15.3,RES01\admbaldassarre,,
4104,9829850,95,20170830,20170830,2017-08-30,2017-08-30,3,South Asia,,SRI845,845,2017,2,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Sabaragamuwa,Kegalle,Kegalle,Kegalle,7.2523,80.3436,2,Daily Mirror (Sri Lanka),National,"The Anti-SAITM people's Front held a torch-carrying demonstration in Kegalle district (assumed on August 30), demanding the immediate closure of the Southern Asian Institute of Technology and Medicine (SAITM).",0,28:15.3,RES01\admbaldassarre,,
4105,9829809,95,20170830,20170830,2017-08-30,2017-08-30,3,South Asia,,SRI853,853,2017,2,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Central,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya,6.9707,80.7828,2,Daily Mirror (Sri Lanka),National,"The Anti-SAITM people's Front held a torch-carrying demonstration in Nuwara Eliya district (assumed on August 30), demanding the immediate closure of the Southern Asian Institute of Technology and Medicine (SAITM).",0,28:15.3,RES01\admbaldassarre,,
4106,9829811,95,20170830,20170830,2017-08-30,2017-08-30,3,South Asia,,SRI844,844,2017,2,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Central,Kandy,K.F.G. & G. Korale,Kandy,7.2955,80.6356,2,Daily Mirror (Sri Lanka),National,"The Anti-SAITM people's Front held a torch-carrying demonstration in Kandy district (assumed on August 30), demanding the immediate closure of the Southern Asian Institute of Technology and Medicine (SAITM).",0,28:15.3,RES01\admbaldassarre,,
4107,9829815,95,20170727,20170727,2017-07-27,2017-07-27,3,South Asia,,SRI798,798,2017,2,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Western,Colombo,Sri Jayawardanapura Kotte,Sri Jayawardenepura Kotte,6.883,79.9071,1,Daily News (Sri Lanka); Daily Mirror (Sri Lanka),National,Protest marchers were staged at the Sri Jayawardenapura campus (assumed on July 27) against the killing of stray dogs.,0,28:15.3,RES01\admbaldassarre,,
4108,9828876,95,20170830,20170830,2017-08-30,2017-08-30,3,South Asia,,SRI832,832,2017,2,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Eastern,Ampara,Ampara,Ampara,7.2975,81.682,1,Daily Mirror (Sri Lanka),National,"The Anti-SAITM people's Front held protest functions in Ampara (assumed on August 30), demanding the immediate closure of the Southern Asian Institute of Technology and Medicine (SAITM).",0,28:15.3,RES01\admbaldassarre,,
4109,9828879,95,20170808,20170808,2017-08-08,2017-08-08,3,South Asia,,SRI812,812,2017,2,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Southern,Hambantota,Lunugamvehera,Lunugamwehera,6.3434,81.2001,1,Daily News (Sri Lanka),National,"Samurdhi recipients in 36 GN divisions launched a protest campaign in front of Lunugamwehera Divisional Secretariat (assumed on August 8), protesting against the deprivation of their samurdhi benefits.",0,28:15.3,RES01\admbaldassarre,,
4110,9828666,95,20160322,20160322,2016-03-22,2016-03-22,3,South Asia,,SRI236,236,2016,2,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Eastern,Ampara,Akkaraipattu,Akkaraipattu,7.2165,81.8538,1,Hiru News,National,A protest was staged in Akkaraipattuwa in March 2016 against a decision taken by an SLMC Minister to move the Akkaraipattuwa regional Water Board office to the Kalmunai area.,0,28:15.3,RES01\admbaldassarre,,
4111,9743158,95,20170830,20170830,2017-08-30,2017-08-30,3,South Asia,,SRI841,841,2017,2,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Western,Gampaha,Gampaha,Gampaha,7.0897,79.9925,2,Daily Mirror (Sri Lanka),National,"The Anti-SAITM people's Front held a torch-carrying demonstration in Gampaha district (assumed on August 30), demanding the immediate closure of the Southern Asian Institute of Technology and Medicine (SAITM).",0,28:15.3,RES01\admbaldassarre,,
4112,9546107,95,20161205,20161205,2016-12-05,2016-12-05,3,South Asia,,SRI562,562,2016,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Southern,Hambantota,Hambantota,Hambantota,6.1241,81.1185,2,Daily Mirror (Sri Lanka),National,"Residents of several areas in the Hambantota District Monday staged protests against the proposed alienation of land to Chinese companies. More than 10,000 people including those from Manajjawa participated in the protests.",0,28:15.3,RES01\admbaldassarre,,
4113,9534445,95,20150518,20150518,2015-05-18,2015-05-18,3,South Asia,,SRI1143,1143,2015,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Central,Nuwara Eliya,Nuwara Eliya,Seetha Eliya,6.9358,80.8016,2,Daily Mirror (Sri Lanka),National,"Residents of several villages staged a protest in the Seetha Eliya area, Central, on 18 May against steps taken by the Wildlife Conservation Department to evict them from the villages.",0,28:15.3,RES01\admbaldassarre,,
4114,9513563,95,20170727,20170727,2017-07-27,2017-07-27,3,South Asia,,SRI797,797,2017,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Sabaragamuwa,Ratnapura,Ratnapura,Ratnapura,6.6828,80.3992,3,Hiru News,National,A protest was staged in Sabaragamuwa on 27 July 2017 against the assault on striking petroleum workers.,0,28:15.3,RES01\admbaldassarre,,
4115,9525617,95,20161001,20161001,2016-10-01,2016-10-01,3,South Asia,,SRI482,482,2016,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Central,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya,6.9707,80.7828,2,Daily Financial Times (Sri Lanka),National,"Upcountry politicians in the ruling alliance pledged support for worker demonstrations in the central highlands. For eight days, ending on Oct 4 tea plantation workers in Ragala town have launched spontaneous demonstrations demanding a wage hike up to Rs. 1,000 a day, based on promises granted to them ahead of the 2015 elections. Workers strike during the morning hours, converging on townships and blocking major roads as they protest.",0,28:15.3,RES01\admbaldassarre,,
4116,9481462,95,20160707,20160707,2016-07-07,2016-07-07,3,South Asia,,SRI377,377,2016,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Central,Kandy,Udunuwara,Pethiyagoda,7.202,80.5849,2,Hiru News,National,"A group of residents engaged in a protest blocking Kelaniya Biyagama road at Pethiyagoda are complaining that they did not receive the flood relief allowance. They complained that they were paid only 3,000 rupees instead the pledge allowance of 10,000 rupees. Meanwhile another group of flood affected residents protested in front of Kolonnawa Divisional Secretariat complaining they too did not receive flood relief allowance.",0,28:15.3,RES01\admbaldassarre,,
4117,9717938,95,20170419,20170419,2017-04-19,2017-04-19,3,South Asia,,SRI696,696,2017,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Western,Colombo,Kesbewa,Piliyandala,6.7999,79.9249,2,Daily News (Sri Lanka),National,Residents in Karadiyana have staged a protest on Wednesday against Colombo waste being dumped in Karadiyana. The demonstration by the Karadiyana residents has hampered traffic in Wehera and motorists were directed to alternate routes.,0,28:15.3,RES01\admbaldassarre,,
4118,9720991,95,20161002,20161002,2016-10-02,2016-10-02,3,South Asia,,SRI490,490,2016,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Central,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya,6.9707,80.7828,2,Daily Financial Times (Sri Lanka),National,"Upcountry politicians in the ruling alliance pledged support for worker demonstrations in the central highlands. For eight days, ending on Oct 4 tea plantation workers in Ragala town have launched spontaneous demonstrations demanding a wage hike up to Rs. 1,000 a day, based on promises granted to them ahead of the 2015 elections. Workers strike during the morning hours, converging on townships and blocking major roads as they protest.",0,28:15.3,RES01\admbaldassarre,,
4119,9828767,95,20150202,20150202,2015-02-02,2015-02-02,3,South Asia,,SRI1109,1109,2015,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,North Western,Kurunegala,Kurunegala,Kurunegala,7.4863,80.3623,2,Daily Mirror (Sri Lanka),National,"Residents of Wellewa, assumed to be in Kurunegala, North Western, staged a protest on 2 Feb against a police assault on a civilian.",0,28:15.3,RES01\admbaldassarre,,
4120,9828701,95,20140128,20140128,2014-01-28,2014-01-28,3,South Asia,,SRI2388,2388,2014,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,North Western,Kurunegala,Giribawa,Giribawa,8.1176,80.1917,2,Ada Derana,National,"Residents of Giribawa division, North Western, staged a protest on 28 Jan against the poor condition of roads in their area.",0,28:15.3,RES01\admbaldassarre,,
4121,9828702,95,20140127,20140127,2014-01-27,2014-01-27,3,South Asia,,SRI2384,2384,2014,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Southern,Matara,Matara,Matara,5.9485,80.5353,2,Hiru News,National,"Parents staged a protest in Matara district, Southern, on 27 Jan against the denial of admission to students applying to local colleges.",0,28:15.3,RES01\admbaldassarre,,
4122,9828720,95,20160426,20160426,2016-04-26,2016-04-26,3,South Asia,,SRI257,257,2016,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Southern,Galle,Galle Four Gravets,Galle,6.0367,80.217,3,Daily News (Sri Lanka),National,A protest was held at Welangahawela on the Nonagama-Ratnapura road by residents. They complained that a Chinese firm had not paid for the 484 properties acquired for the construction of a major highway.,0,28:15.3,RES01\admbaldassarre,,
4123,9828855,95,20161002,20161002,2016-10-02,2016-10-02,3,South Asia,,SRI489,489,2016,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Central,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya,6.9707,80.7828,2,Daily Financial Times (Sri Lanka),National,"Upcountry politicians in the ruling alliance pledged support for worker demonstrations in the central highlands. For eight days, ending on Oct 4 tea plantation workers in Ragala town have launched spontaneous demonstrations demanding a wage hike up to Rs. 1,000 a day, based on promises granted to them ahead of the 2015 elections. Workers strike during the morning hours, converging on townships and blocking major roads as they protest.",0,28:15.3,RES01\admbaldassarre,,
4124,9828836,95,20161016,20161016,2016-10-16,2016-10-16,3,South Asia,,SRI513,513,2016,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Central,Kandy,K.F.G. & G. Korale,Kandy,7.2955,80.6356,3,Daily Mirror (Sri Lanka),National,National Union of Retired Workers in several estates in the up country (Central Province) staged protest for the 14th day Sunday on the demand of a daily wage of Rs.1000.00.,0,28:15.3,RES01\admbaldassarre,,
4125,9828979,95,20160629,20160629,2016-06-29,2016-06-29,3,South Asia,,SRI336,336,2016,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,North Central,Anuradhapura,N. Palatha East,Anuradhapura,8.3123,80.4131,2,Hiru News,National,"Residents staged a protest at Jaffna-Kandy A-9 road, in front of Thirappane District Secretariat demanding the authorities to provide them with relief from the threat of wild elephants.",0,28:15.3,RES01\admbaldassarre,,
4126,9545863,95,20160621,20160621,2016-06-21,2016-06-21,3,South Asia,,SRI309,309,2016,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,North Central,Anuradhapura,Nochchiyagama,Laggala,8.2448,80.2543,1,Hiru News,National,"Locals of Nawaguruwela are protesting in front of the residential quarters of Mahaweli project engineers in Hettipola main road in Laggala, Moragahakanda. The villagers are staging the protest as they were not provided with promised compensation and facilities by Mahaweli Authority for the sacrifices they had to make for Moragahakanda-Kalu gaha project.",0,28:15.3,RES01\admbaldassarre,,
4127,9548491,95,20150921,20150921,2015-09-21,2015-09-21,3,South Asia,,SRI110,110,2015,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Eastern,Ampara,Ampara,Ampara,7.2975,81.682,1,Daily News (Sri Lanka),National,"Demonstrations were held in Kurunegala, Eppawala, Giriulla, Beruwala, and Ampara urging the police to expedite the investigations to the murder of a five-year-old girl in Katadeniyawa and to also urge the government to impose the death penalty for child rape.",0,28:15.3,RES01\admbaldassarre,,
4128,9548487,95,20151027,20151027,2015-10-27,2015-10-27,3,South Asia,,SRI1193,1193,2015,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Daily Mirror (Sri Lanka),National,"The Kashmir Study Forum staged a protest outside the UN office in Colombo city, Western, on 27 October to mark the Kashmir Black Day.",0,28:15.3,RES01\admbaldassarre,,
4129,9548486,95,20151029,20151029,2015-10-29,2015-10-29,3,South Asia,,SRI129,129,2015,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,North Western,Puttalam,Kalpitiya,Kalpitiya,8.1666,79.7166,1,Hiru News,National,Residents of Kalpitiya staged a protest on 29 October 2015 against the non-issuance of sand mining licences.,0,28:15.3,RES01\admbaldassarre,,
4130,9695082,95,20170108,20170108,2017-01-08,2017-01-08,3,South Asia,,SRI597,597,2017,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Military Forces of Sri Lanka (2015-2019),,1,Civilians (India),Fishermen (India),7,17,Northern,,,West Coast of Northern,9.3531,79.4209,2,Kashmir Times,Regional,"On 8 Jan, a Tamil Nadu fisherman was injured when he and 7 others were attacked by the Sri Lankan Navy for fishing in their territorial waters off the coast of Neduntheevu (Northern province, Sri Lanka). He was admitted to hospital.",0,28:15.3,RES01\admbaldassarre,,
4131,10522691,95,20210218,20210218,2021-02-18,2021-02-18,3,South Asia,,SRI4622,4622,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,Northern,Vavuniya,Vavuniya South,Vavuniya,8.7514,80.4971,1,Virakesari,National,"On 18 February 2021, some employees of the Vavuniya Municipal Council staged a protest in Vavuniya town (Vavuniya), against the alleged unjust dismissal of their jobs by the authorities. [size=no report]",0,26:52.6,RES01\svcDW_Admin_UNDP,,
4132,10522390,95,20210217,20210217,2021-02-17,2021-02-17,3,South Asia,,SRI4621,4621,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,Eastern,Trincomalee,Trincomalee Town and Gravets,Trincomalee,8.5711,81.2335,1,Virakesari,National,"On 17 February 2021, more than a hundred workers of Trincomalee General Hospital staged a protest at the hospital premises in Trincomalee (Trincomalee), raising 10 demands including payment for extra 8 hours per week, and recruitment of workers at the hospital among others. [size=more than 100]",0,26:52.6,RES01\svcDW_Admin_UNDP,,
4133,10522389,95,20210217,20210217,2021-02-17,2021-02-17,3,South Asia,,SRI4620,4620,2021,1,Strategic developments,"This event type captures contextually important information regarding the activities of violent groups that is not itself recorded as political violence, yet may trigger future events or contribute to political dynamics within and across states.",Disrupted weapons use,"All instances in which an event of ‘Explosions/Remote violence’ is prevented from occurring, or whenever armed actors seize significant caches of weapons. ",Military Forces of Sri Lanka (2019-),,1,Unidentified Armed Group (Sri Lanka),,3,13,Northern,Vavuniya,Vavuniya North,Nedunkerni,9.0529,80.6583,1,Daily Mirror (Sri Lanka); Hiru News,National,"On 17 February 2021, police and the Army recovered more than 21 kilograms of TNT explosives, 1 kilogram and 600 grams of PE One explosives as well as 148 pieces of pressure grenades in Nedunkerni (Vavuniya), and arrested an NGO employee in connection with the recovery.",0,26:52.6,RES01\svcDW_Admin_UNDP,,
4134,9548483,95,20160409,20160409,2016-04-09,2016-04-09,3,South Asia,,SRI251,251,2016,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,Hiru News,National,A protest was staged in Jaffna on 9 April 2016 against the proposed plan to build houses for people displaced during the war in the North and the East through Chinese funding.,0,28:15.3,RES01\admbaldassarre,,
4135,9546114,95,20160707,20160707,2016-07-07,2016-07-07,3,South Asia,,SRI359,359,2016,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Southern,Hambantota,Ambalanthota,Ambalantota,6.1196,81.0214,1,Hiru News,National,"The JVP staged a protest at the Kiribathgoda town yesterday against the VAT amendment that the Government has allegedly imposed unjustly. Meanwhile the National Freedom Front was also engaged yesterday in front of Fort Railway station in a campaign of distributing handbills against the VAT amendment. In addition, the protests the JVP had organized in several towns including Maharagama, Gampaha, Elpitiya, Ambalantota and Kegalle were held against the VAT increase. Thus protest campaigns were held at several places such as Pelmadulla, Rakwana, Godakawela and Udawalawa in the Ratnapura District.Reports say that VAT protests rallies have been organized in Anuradhapura and Kurunegala today as well.",0,28:15.3,RES01\admbaldassarre,,
