,ACLED_PK,KPIFK,TimeFK_Event_Date,CountryFK,ACLED_Region,ACLED_GWNO,ACLED_Event_ID_Cnty,ACLED_Event_ID_No_Cnty,ACLED_Year,ACLED_Time_Precision,ACLED_Event_Type,ACLED_Event_TypeDesc,ACLED_Event_SubType,ACLED_Event_SubTypeDesc,ACLED_Actor1,ACLED_Ally_Actor1,ACLED_Inter1,ACLED_Actor2,ACLED_Ally_Actor2,ACLED_Inter2,ACLED_Interaction,ACLED_Admin1,ACLED_Admin2,ACLED_Admin3,ACLED_Location,ACLED_Latitude,ACLED_Longitude,ACLED_Geo_Precision,ACLED_Source,ACLED_SourceScale,ACLED_Notes,ACLED_Fatalities,ACLED_CreatedOn,ACLED_CreatedBy,ACLED_UpdatedOn,ACLED_UpdatedBy
677,11354866,95,20210514,203,Western Africa,,NIG20709,20709,2021,1,Strategic developments,"This event type captures contextually important information regarding the activities of violent groups that is not itself recorded as political violence, yet may trigger future events or contribute to political dynamics within and across states.",Looting/property destruction,An organized armed group engages in looting or seizing goods or property other than weapons or weapon. ,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Jor Fada Communal Group (Nigeria),7,37,Benue,Gboko,,Gboko,7.3179,8.9951,2,Daily Independent (Nigeria),National,"Property destruction: On 14 May 2021, unidentified gunmen vandalized the Palace of the Kindred Head of Jor Fada in Gboko East (Gboko LGA, Benue). Unknown reason for property destruction.",0,2021-05-25 01:27:43.730,RES01\svcDW_Admin_UNDP,,
678,11370635,95,20210528,203,Western Africa,,NIG20864,20864,2021,1,Strategic developments,"This event type captures contextually important information regarding the activities of violent groups that is not itself recorded as political violence, yet may trigger future events or contribute to political dynamics within and across states.",Looting/property destruction,An organized armed group engages in looting or seizing goods or property other than weapons or weapon. ,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Government of Nigeria (2015-),7,37,Imo,Ikeduru,,Atta,5.6092,7.1264,1,Daily Independent (Nigeria),National,"Property destruction: On 28 May 2021, unidentified individuals destroyed a police station, the Magistrate and High Courts, and vandalized a health center in Atta (Njaba LGA, Imo). Motivation for the attack is unknown.",0,2021-06-08 01:09:30.230,RES01\svcDW_Admin_UNDP,,
679,11371191,95,20210530,203,Western Africa,,NIG20884,20884,2021,1,Strategic developments,"This event type captures contextually important information regarding the activities of violent groups that is not itself recorded as political violence, yet may trigger future events or contribute to political dynamics within and across states.",Looting/property destruction,An organized armed group engages in looting or seizing goods or property other than weapons or weapon. ,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Government of Nigeria (2015-),7,37,Imo,Njaba,,Nnenasa,5.7326,7.0136,2,Premium Times (Nigeria),National,"Property destruction: On 30 May 2021, unidentified armed individuals set the Independent National Electoral Commission (INEC) on fire in the Njaba LGA (Imo) [coded Nnenasa). No one was injured.",0,2021-06-08 01:09:30.230,RES01\svcDW_Admin_UNDP,,
680,11383067,95,20210615,203,Western Africa,,NIG21065,21065,2021,1,Strategic developments,"This event type captures contextually important information regarding the activities of violent groups that is not itself recorded as political violence, yet may trigger future events or contribute to political dynamics within and across states.",Looting/property destruction,An organized armed group engages in looting or seizing goods or property other than weapons or weapon. ,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Former Government of Nigeria (2015-),7,37,Imo,Orsu,,Awo-Idemili,5.8264,6.9337,2,Blueprint,National,"Property destruction: On 15 June 2021, unknown armed men set the residence of the former Imo State Commissioner for Justice in Orsu LGA (Imo) (coded to Awo-Idemili) ablaze. Unknown reason for property destruction.",0,2021-06-22 01:09:39.990,RES01\svcDW_Admin_UNDP,,
681,11406776,95,20210711,203,Western Africa,,NIG21320,21320,2021,1,Strategic developments,"This event type captures contextually important information regarding the activities of violent groups that is not itself recorded as political violence, yet may trigger future events or contribute to political dynamics within and across states.",Looting/property destruction,An organized armed group engages in looting or seizing goods or property other than weapons or weapon. ,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,37,Kaduna,Zangon Kataf,,Jankasa,9.7167,8.4667,2,Daily Trust (Nigeria),National,"Property destruction: On 11 July 2021, unidentified armed individuals destroyed Fulani houses in Manchong and Makaku, Zangon Kataf LGA (Kaduna) [coded to Jankasa], Magamiya and Jankasa (coded separately). The event is suspected to be a retaliation for an attack in Warkan on 8 July (coded separately).",0,2021-07-20 01:09:56.590,RES01\svcDW_Admin_UNDP,,
682,11406778,95,20210711,203,Western Africa,,NIG21322,21322,2021,1,Strategic developments,"This event type captures contextually important information regarding the activities of violent groups that is not itself recorded as political violence, yet may trigger future events or contribute to political dynamics within and across states.",Looting/property destruction,An organized armed group engages in looting or seizing goods or property other than weapons or weapon. ,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,37,Kaduna,Zangon Kataf,,Magamiya,9.8333,8.3833,1,Daily Trust (Nigeria),National,"Property destruction: On 11 July 2021, unidentified armed individuals destroyed Fulani houses in Magamiya (Zangon Kataf LGA, Kaduna), Manchong, Makaku and Jankasa (coded separately). The event might is suspected to be a retaliation for an attack in Warkan on 8 July (coded separately).",0,2021-07-20 01:09:56.590,RES01\svcDW_Admin_UNDP,,
683,10561790,95,20210403,203,Western Africa,,NIG20327,20327,2021,2,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,37,Oyo,Ibarapa North,,Igangan,7.6833,3.1833,1,Daily Independent (Nigeria),National,"Around 3 April 2021 (as reported), unidentified armed men attacked and injured three Fulani pastoralists in Igangan (Ibarapa North LGA, Oyo). Event connected to farmer-pastoralist conflict.",0,2021-04-13 01:28:48.320,RES01\svcDW_Admin_UNDP,,
684,11382723,95,20210614,203,Western Africa,,NIG21055,21055,2021,2,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Labour Group (Nigeria),7,37,Rivers,Bonny,,Bonny,4.4341,7.1754,1,Daily Independent (Nigeria),National,"Around 14 June 2021 (as reported), unidentified armed men attacked residents and traders in Bonny (Bonny LGA, Rivers). Reported injuries. Property damage also reported. Community sources report event connected to the inability of armed men to disrupt the protest staged by Finima community residents in the area.",0,2021-06-22 01:09:39.990,RES01\svcDW_Admin_UNDP,,
685,10562066,95,20210404,203,Western Africa,,NIG20335,20335,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),MACBAN: Miyetti Allah Cattle Breeders Association of Nigeria; Pastoralists (Nigeria); Fulani Ethnic Group (Nigeria),7,37,Anambra,Idemili North,,Ogidi,6.1518,6.8655,2,Daily Independent (Nigeria),National,"On 4 April 2021, unidentified gunmen attacked Umudioka community (Idemili North LGA, Anambra) [coded to Ogidi], allegedly killing two members of the Miyetti Allah Cattle Breeders Association of Nigeria. Police sources deny the attack, reporting that gunmen kidnapped five persons and that two residents have been rescued. Community sources report that attack was by Fulani pastoralists.",0,2021-04-13 01:28:48.320,RES01\svcDW_Admin_UNDP,,
686,11394941,95,20210627,203,Western Africa,,NIG21153,21153,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Former Government of Nigeria (2015-),7,37,Edo,Orhionwon,,Igbanke,6.3475,6.209,3,Nigeria Punch,National,"On 27 June 2021, between 8 and 12 unidentified gunmen attacked the convoy of a former Commissioner for Oil and Gas in Edo State on the Igbanke/Agbor road, Edo state between the Edo and Delta states [coded Igbanke, Orhionwon LGA]. The circumstances around the attack were not reported. No reports on injuries.",0,2021-07-06 01:09:51.790,RES01\svcDW_Admin_UNDP,,
687,10575818,95,20210421,203,Western Africa,,NIG20506,20506,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Farmers (Nigeria); Labour Group (Nigeria),7,37,Kwara,Osin,,Oke Onigbin,8.2166,5.0,1,Daily Independent (Nigeria); New Telegraph,National,"On 21 April 2021, unidentified gunmen attacked and injured a businessman and some of his aides on his farm in Oke Onigbin (Isin LGA, Kwara). Two kidnapped of the aides escaped. Kidnapped businessman was rescued by Nigerian police and local militiamen.",0,2021-04-27 01:28:54.390,RES01\svcDW_Admin_UNDP,,
688,11407904,95,20210714,203,Western Africa,,NIG21347,21347,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),PDP: Peoples Democratic Party,7,37,Oyo,Akinyele,,Agoro Ibadan,7.6333,4.0333,1,Nigeria Punch; Daily Independent (Nigeria),National,"On 14 July 2021, the PDP offices was attacked by gunmen in Bodija estate, Agoro Ibadan (Akinyele LGA, Oyo). The offices would be from factionalized PDP members, opposed to the State's Governor. One of the leaders of the factional offices of the party claimed that the attack was perpetrated by the Chairman of the Park Managers in Oyo State. The PDP Publicity Secretary denied the existence of a factional office. No reports on injuries or fatalities.",0,2021-07-20 01:09:56.590,RES01\svcDW_Admin_UNDP,,
689,11445405,95,20210901,203,Western Africa,,NIG21547,21547,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Government of Nigeria (2015-),7,37,Nassarawa,Lafia,,Lafia,8.4833,8.5167,2,Osun Defender; The Cable (Nigeria); New Telegraph,National,"On 1 September 2021, unidentified armed men attacked and shot at three lawmakers from Nassarawa state along Lafia-Akwanga (Lafia, Nassarawa) coded to Lafia. No fatalities were reported in the attack.",0,2021-09-08 01:10:24.340,RES01\svcDW_Admin_UNDP,,
690,11433737,95,20210731,203,Western Africa,,NIG21586,21586,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),APC: All Progressives Congress,7,37,Ebonyi,Ebonyi,,Ugbodo,6.5116,8.1298,2,New Telegraph; Premium Times (Nigeria),National,"On 31 July 2021, an unidentified armed group invaded the ward congress of the APC in Ugwuachara Central School (Ebonyi LGA, Ebonyi state), location coded as Ugbodo. The unidentified armed group shot in the air, with reports of at least 2 persons sustaining injuries.",0,2021-09-08 01:10:24.340,RES01\svcDW_Admin_UNDP,,
691,11406104,95,20210707,203,Western Africa,,NIG21294,21294,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence. ",Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,Civilians (Nigeria),,7,27,Borno,Guzamala,,Kontori,12.6815,13.2704,1,Daily Independent (Nigeria); Blueprint; Nigerian Eye,National,"On 7 July 2021, members of the Boko Haram abducted 17 civilians in Kontori (Guzamala LGA, Borno). The group was later rescued.",0,2021-07-20 01:09:56.590,RES01\svcDW_Admin_UNDP,,
692,11406773,95,20210711,203,Western Africa,,NIG21317,21317,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence. ",Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Rivers,Gonaka,,Bomu,4.6387,7.2983,1,Daily Post (Nigeria),National,"On 11 July 2021, individuals wearing military uniforms abducted six people in Bomu (Gonaka LGA, Rivers).",0,2021-07-20 01:09:56.590,RES01\svcDW_Admin_UNDP,,
693,11382432,95,20210613,203,Western Africa,,NIG21051,21051,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence. ",Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Kaduna,Sabon Gari,,Zaria,11.1132,7.7252,1,Blueprint,National,"On 13 June 2021, an unidentified armed group invaded a residential area in Zaria (Sabon Gari LGA, Kaduna) and abducted 12 residents. Reason for abduction unknown.",0,2021-06-22 01:09:39.990,RES01\svcDW_Admin_UNDP,,
694,11395345,95,20210628,203,Western Africa,,NIG21165,21165,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence. ",Zamfara Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Zamfara,Bakura,,Bakura,12.7105,5.8749,1,HumAngle,National,"On 28 June 2021, 8 people were kidnapped by members of a militia in Bakura (Bakura LGA, Zamfara).",0,2021-07-06 01:09:51.790,RES01\svcDW_Admin_UNDP,,
695,11406416,95,20210710,203,Western Africa,,NIG21313,21313,2021,1,Riots,"Riots are violent events where demonstrators or mobs engage in disruptive acts, including but not limited to rock throwing, property destruction, etc.",Violent demonstration,"A group of individuals that engage in a demonstration involving violence. Examples include vandalism; road-blocking, using barricades, etc.",Rioters (Nigeria),,5,Police Forces of Nigeria (2015-),,1,15,Bauchi,Toro,,Takandan Giwa,10.1337,9.2779,2,Daily Trust (Nigeria),National,"On 10 July 2021, Takandan Giwa residents set tires on fire and blocked the Bauchi-Jos Road, Toro LGA (Bauchi) [coded to Takandan Giwa] in a demonstration against the constant kidnappings in the area. The police intervene to clear the road. [size=no report]",0,2021-07-20 01:09:56.590,RES01\svcDW_Admin_UNDP,,
696,11395700,95,20210629,203,Western Africa,,NIG21179,21179,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (2015-),,1,13,Katsina,Dutsinma,,Shema,12.4666,7.5166,2,Daily Independent (Nigeria); Blueprint; Daily Champion,National,"On 29 June 2021, unidentified armed men clashed with police security operatives of the Kano State governor (APC) along the Shema road (Dutsinma, Katsina). The governor was not with the convoy, which was travelling back to Kano after the governor participated in the defection of Zamfara state governor from the Peoples Democratic party to the All Progressives Congress (APC). 3 officer were injured.",0,2021-07-06 01:09:51.790,RES01\svcDW_Admin_UNDP,,
697,11371534,95,20210531,203,Western Africa,,NIG20896,20896,2021,1,Riots,"Riots are violent events where demonstrators or mobs engage in disruptive acts, including but not limited to rock throwing, property destruction, etc.",Violent demonstration,"A group of individuals that engage in a demonstration involving violence. Examples include vandalism; road-blocking, using barricades, etc.",Rioters (Nigeria),,5,Police Forces of Nigeria (2015-),,1,15,Zamfara,Kaura Namoda,,Kaura Namoda,12.5898,6.5779,2,Blueprint; Daily Trust (Nigeria),National,"On 31 May 2021, six groups of individuals lit bonfires along the Gusau-Kaura Namoda road, Kaura Namoda LGA (Zamfara) in a demonstrations against insecurity in the region. 15 people were arrested by the police and several weapons were seized. [size=six groups]",0,2021-06-08 01:09:30.230,RES01\svcDW_Admin_UNDP,,
698,11406103,95,20210707,203,Western Africa,,NIG21293,21293,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,Military Forces of Nigeria (2015-),,1,12,Borno,Konduga,,Auno,11.8482,12.9375,1,Daily Independent (Nigeria); Nigerian Eye; Blueprint,National,"On 7 July 2021, military forces clashed with Boko Haram members as they tried to attack the Auno village (Konduga LGA, Borno). The military set free 17 civilians abducted earlier in Kontori (coded separately). No reports on injuries or fatalities.",0,2021-07-20 01:09:56.590,RES01\svcDW_Admin_UNDP,,
699,11390914,95,20210623,203,Western Africa,,NIG21120,21120,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Police Forces of Nigeria (2015-),,1,Military Forces of Nigeria (2015-),,1,11,Osun,Osogbo,,Oshogbo,7.7667,4.5667,1,CKN Nigeria,National,"On 23 June 2021, Nigerian police operatives clashed with Nigerian military troops in Oshogbo (Osogbo LGA, Osun) over the detainment of a military officer and his family member. No reported fatalities.",0,2021-06-29 01:09:46.500,RES01\svcDW_Admin_UNDP,,
700,11370949,95,20210529,203,Western Africa,,NIG20878,20878,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (2015-),,1,13,Abia,Umuahia North,,Umuagu,5.6167,7.4451,1,Daily Post (Nigeria),National,"On 29 May 2021, unidentified armed individuals attacked the Umuagu Police Station (Umuahia North LGA, Abia). It was unknown whether fatalities or injures occurred.",0,2021-06-08 01:09:30.230,RES01\svcDW_Admin_UNDP,,
701,11370950,95,20210529,203,Western Africa,,NIG20879,20879,2021,1,Strategic developments,"This event type captures contextually important information regarding the activities of violent groups that is not itself recorded as political violence, yet may trigger future events or contribute to political dynamics within and across states.",Looting/property destruction,An organized armed group engages in looting or seizing goods or property other than weapons or weapon. ,Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (2015-),,1,13,Abia,Umuahia North,,Umuahia,5.5263,7.4896,1,Nigeria Punch; Premium Times (Nigeria),National,"Property destruction: On 29 May 2021, armed individuals set the Police Criminal Investigation Department on fire in Umuahia (Umuahia North LGA, Abia). No reports on injuries or fatalities.",0,2021-06-08 01:09:30.230,RES01\svcDW_Admin_UNDP,,
702,11371539,95,20210531,203,Western Africa,,NIG20901,20901,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (2015-),,1,13,Imo,Oru East,,Omuma,5.6584,6.9311,1,Guardian (Nigeria),National,"On 31 May 2021, police clashed with armed individuals during an attack against the Omuma Divisional Police Headquarters (Oru East LGA, Imo). No report on injuries or fatalities.",0,2021-06-08 01:09:30.230,RES01\svcDW_Admin_UNDP,,
703,11371543,95,20210531,203,Western Africa,,NIG20905,20905,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (2015-),,1,13,Imo,Isu,,Umundugba,5.6759,7.0718,1,Guardian (Nigeria); Nigeria Punch,National,"On 31 May 2021, police clashed with scores of armed individuals during an attack against the Umundugba Divisional Police Headquarters (Isu LGA, Imo). Petrol bombs were also thrown against the station. A number of causalities were reported on the side of the attackers.",0,2021-06-08 01:09:30.230,RES01\svcDW_Admin_UNDP,,
704,11439215,95,20210814,203,Western Africa,,NIG21727,21727,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,APC: All Progressives Congress,,3,Civilians (Nigeria),APC: All Progressives Congress,7,37,Osun,Osogbo,,Oshogbo,7.7667,4.5667,1,Blueprint,National,"On 14 August 2021, the ward congress appeal of the APC was disrupted by armed men in Oshogbo, (Osogbo LGA, Osun state). The armed men were alleged to be from a different faction of the party. An unspecified number of people were reported injured.",0,2021-09-08 01:10:24.340,RES01\svcDW_Admin_UNDP,,
705,11439211,95,20210814,203,Western Africa,,NIG21723,21723,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),APC: All Progressives Congress,7,37,Osun,Ife Central,,Ile-Ife,7.4824,4.5603,1,Guardian (Nigeria),National,"On 14 August 2021, armed men attacked one of the leaders of an APC caucus at his home in Ile-Ife, (Ife Central LGA, Osun state) in an attempt to assassinate him. The other caucus accused of the attack have denied it.",0,2021-09-08 01:10:24.340,RES01\svcDW_Admin_UNDP,,
706,10562796,95,20210406,203,Western Africa,,NIG20347,20347,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Ekiti,Ado Ekiti,,Ado-Ekiti,7.621,5.2215,3,Sahara Reporters,Regional,"On 6 April 2021, suspected Fulani pastoralists attacked and injured three farmers at Irele Ekiti Farm Settlement in Ekiti State [coded to Ado-Ekiti]. Fulani pastoralists also carted away valuables and money.",0,2021-04-13 01:28:48.320,RES01\svcDW_Admin_UNDP,,
707,11395690,95,20210629,203,Western Africa,,NIG21169,21169,2021,1,Riots,"Riots are violent events where demonstrators or mobs engage in disruptive acts, including but not limited to rock throwing, property destruction, etc.",Mob violence,"Rioters violently interact with other rioters, another armed group or civilians, outside of demonstrations and without the use of lethal weapons.",Rioters (Nigeria),Ogwashi-Uku Communal Group (Nigeria),5,Civilians (Nigeria),Ogwashi-Uku Communal Group (Nigeria),7,57,Delta,Aniocha South,,Abo Ogwashi-Uku,6.2599,6.5535,1,HumAngle; Sahara Reporters,National-Regional,"On 29 June 2021, a group set the houses of the Odogwu (War lord) of the Ogwashi-Uku kingdom on fire and destroyed his proprieties in the Azungwu area of Abo Ogwashi-Uku (Aniocha South, Delta). According to reports, the group also raped his wife and 12 people were injured. The police denied the accounts and stated that only 1 person was injured. The group would be supporters of a rival chief. [size=no report]",0,2021-07-06 01:09:51.790,RES01\svcDW_Admin_UNDP,,
708,11408481,95,20210716,203,Western Africa,,NIG21366,21366,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Protest with intervention,An attempt to disperse or suppress peaceful protest without serious/lethal injuries being reported or the targeting of protesters with lethal weapons. ,Protesters (Nigeria),Students (Nigeria),6,Unidentified Cult Militia (Nigeria),Government of Nigeria (2015-),3,36,Ogun,Abeokuta South,,Abeokuta,7.15,3.35,1,Sahara Reporters,Regional,"On 16 July 2021, university students from Ago-Iwoye gathered at the Government House in Abeokuta (Abeokuta South LGA, Ogun) in a demonstration against the abduction of a fellow student. During the demonstration, the SA on Students Matters to Ogun State Governor led scores of cultists to attack the students' leader and demonstrators. No reports on injuries. [size=no report]",0,2021-07-20 01:09:56.590,RES01\svcDW_Admin_UNDP,,
709,11433739,95,20210731,203,Western Africa,,NIG21640,21640,2021,1,Riots,"Riots are violent events where demonstrators or mobs engage in disruptive acts, including but not limited to rock throwing, property destruction, etc.",Mob violence,"Rioters violently interact with other rioters, another armed group or civilians, outside of demonstrations and without the use of lethal weapons.",Rioters (Nigeria),Jukun Ethnic Group (Nigeria); Students (Nigeria),5,Rioters (Nigeria),Kuteb Ethnic Group (Nigeria); Students (Nigeria),5,55,Taraba,Jalingo,,Jalingo,8.8833,11.3667,1,Sahara Reporters,Regional,"On 31 July 2021, students from Jukun and Kuteb ethnic groups clashed during a matriculation ceremony in Jalingo, (Jalingo LGA, Taraba state). One student was wounded in the clash. [size=no report]",0,2021-09-08 01:10:24.340,RES01\svcDW_Admin_UNDP,,
710,10574085,95,20210416,203,Western Africa,,NIG20463,20463,2021,1,Riots,"Riots are violent events where demonstrators or mobs engage in disruptive acts, including but not limited to rock throwing, property destruction, etc.",Mob violence,"Rioters violently interact with other rioters, another armed group or civilians, outside of demonstrations and without the use of lethal weapons.",Rioters (Nigeria),APC: All Progressives Congress,5,Rioters (Nigeria),APC: All Progressives Congress,5,55,Osun,Irewole,,Modakeke,7.3833,4.2667,1,Nigeria Punch,National,"On 16 April 2021, two factions of the All Progressive Congress Party clashed in Modakeke (Irewole LGA, Osun) over allegations that a Special Adviser to the Osun governor had changed the list of candidates selected for community policing work from the town. Reported injuries. [size=no report]",0,2021-04-27 01:28:54.390,RES01\svcDW_Admin_UNDP,,
711,10550562,95,20210322,203,Western Africa,,NIG20214,20214,2021,1,Riots,"Riots are violent events where demonstrators or mobs engage in disruptive acts, including but not limited to rock throwing, property destruction, etc.",Mob violence,"Rioters violently interact with other rioters, another armed group or civilians, outside of demonstrations and without the use of lethal weapons.",Rioters (Nigeria),Muslim Group (Nigeria),5,Rioters (Nigeria),Christian Group (Nigeria),5,55,Kwara,Ilorin East,,Illorin,8.5,4.55,1,Daily Independent (Nigeria); Daily Post (Nigeria),National,"On 22 March 2021, violence erupted in Ilorin (Ilorin East LGA, Kwara) between Muslim and Christian residents over controversy on the use of hijab by Muslim students in Christian schools in the state. Christian rioters set a mosque ablaze. Additional property damage also reported. [size=no report]",0,2021-03-30 01:29:20.280,RES01\svcDW_Admin_UNDP,,
712,11389963,95,20210620,203,Western Africa,,NIG21104,21104,2021,1,Riots,"Riots are violent events where demonstrators or mobs engage in disruptive acts, including but not limited to rock throwing, property destruction, etc.",Mob violence,"Rioters violently interact with other rioters, another armed group or civilians, outside of demonstrations and without the use of lethal weapons.",Rioters (Nigeria),APC: All Progressives Congress,5,Rioters (Nigeria),APC: All Progressives Congress,5,55,Kwara,Offa,,Offa,8.15,4.7167,1,Daily Independent (Nigeria),National,"On 20 June 2021, two factions of the All Progressive Congress Party clashed in Offa (Offa LGA, Kwara). Reported injuries. Unknown reason for clash. [size=no report]",0,2021-06-29 01:09:46.500,RES01\svcDW_Admin_UNDP,,
713,11442118,95,20210823,203,Western Africa,,NIG21826,21826,2021,1,Riots,"Riots are violent events where demonstrators or mobs engage in disruptive acts, including but not limited to rock throwing, property destruction, etc.",Mob violence,"Rioters violently interact with other rioters, another armed group or civilians, outside of demonstrations and without the use of lethal weapons.",Rioters (Nigeria),Ijaw Ethnic Group (Nigeria),5,Rioters (Nigeria),Vigilante Group (Nigeria),5,55,Delta,Udu,,Ovwian,5.4996,5.7873,1,Daily Post (Nigeria),National,"On 23 August 2021, youths from Ijaw ethnic group fought with another vigilante group in Ovwian (Udu, Delta), the latter who had injured two persons. [size= no report]",0,2021-09-08 01:10:24.340,RES01\svcDW_Admin_UNDP,,
714,11443919,95,20210828,203,Western Africa,,NIG21504,21504,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Nigeria),PDP: Peoples Democratic Party,6,Protesters (Nigeria),PDP: Peoples Democratic Party,6,66,Federal Capital Territory,Abuja Municipal,,Wuse,9.0706,7.4675,1,Daily Independent (Nigeria),National,"On 28 August 2021, two sets of protesters in support of Secondus and Wike protested at the secretariat of the PDP at Wuse, (Abuja Municipal, FCT). Secondus supporters called for the continuation of his tenure as party chairman, Wike supporters protested in solidarity to him. [size=no report]",0,2021-09-08 01:10:24.340,RES01\svcDW_Admin_UNDP,,
