,ACLED_PK,KPIFK,TimeFK_Event_Date,CountryFK,ACLED_Region,ACLED_GWNO,ACLED_Event_ID_Cnty,ACLED_Event_ID_No_Cnty,ACLED_Year,ACLED_Time_Precision,ACLED_Event_Type,ACLED_Event_TypeDesc,ACLED_Event_SubType,ACLED_Event_SubTypeDesc,ACLED_Actor1,ACLED_Ally_Actor1,ACLED_Inter1,ACLED_Actor2,ACLED_Ally_Actor2,ACLED_Inter2,ACLED_Interaction,ACLED_Admin1,ACLED_Admin2,ACLED_Admin3,ACLED_Location,ACLED_Latitude,ACLED_Longitude,ACLED_Geo_Precision,ACLED_Source,ACLED_SourceScale,ACLED_Notes,ACLED_Fatalities,ACLED_CreatedOn,ACLED_CreatedBy,ACLED_UpdatedOn,ACLED_UpdatedBy
1733,10607994,95,20210128,203,Western Africa,,NIG19608,19608,2021,2,Explosions/Remote violence,One-sided violent events in which the tool for engaging in conflict creates asymmetry by taking away the ability of the target to respond.,Air/drone strike,Air or drone strikes that have occurred in the absence of any other engagement; includes any air-to-ground attacks that do not involve exchange of fire with ground forces.,Military Forces of Nigeria (2015-),,1,Kaduna Communal Militia (Nigeria),,4,14,Kaduna,Igabi,,Igabi,10.7889,7.7749,2,Daily Post (Nigeria),National,"Around 28 January 2021 (as reported), Nigerian Airforce conducted air strikes against a Kaduna communal militia at Birnin Gwari, Giwa, Igabi, and Chikun Local Government Areas in Kaduna State, killing an unspecified number of militiamen. Unknown fatalities coded as 3 and split across 4 events.",0,2021-05-06 17:38:13.050,RES01\admcunat,,
1734,10650573,95,20210201,203,Western Africa,,NIG19654,19654,2021,2,Explosions/Remote violence,One-sided violent events in which the tool for engaging in conflict creates asymmetry by taking away the ability of the target to respond.,Air/drone strike,Air or drone strikes that have occurred in the absence of any other engagement; includes any air-to-ground attacks that do not involve exchange of fire with ground forces.,Military Forces of Nigeria (2015-),,1,Kaduna Communal Militia (Nigeria),,4,14,Kaduna,Chikun,,Rumana,10.6667,7.1809,2,Daily Post (Nigeria),National,"Around 1 February 2021 (as reported), Nigerian Airforce conducted air strikes against a Kaduna communal militia at Gatarawa near Rumana (Chikun LGA, Kaduna). No reported fatalities.",0,2021-05-06 17:38:13.050,RES01\admcunat,,
1735,10608024,95,20210206,203,Western Africa,,NIG19715,19715,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Kaduna Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Kaduna,Birnin Gwari,,Birnin Gwari,10.6637,6.54,2,Daily Trust (Nigeria); Daily Champion; CKN Nigeria,National,"On 6 February 2021, a Kaduna Communal Militia attacked Kutemeshi Village (Birnin-Gwari LGA, Kaduna), killing at least 14 residents and injuring several others. Unknown reason for attack.",14,2021-05-06 17:38:13.050,RES01\admcunat,,
1736,10608021,95,20210204,203,Western Africa,,NIG19707,19707,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Kaduna Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Kaduna,Birnin Gwari,,Birnin Gwari,10.6637,6.54,2,Daily Trust (Nigeria),National,"On 4 February 2021, a Kaduna Communal Militia attacked motorists along the Kaduna - Birnin Gwari highway (Birnin-Gwari LGA, Kaduna), killing three and abducting at least 6 passengers including the relatives of a former official of the Nigerian Correctional Centre. Unknown reason for attack.",3,2021-05-06 17:38:13.050,RES01\admcunat,,
1737,10608001,95,20210128,203,Western Africa,,NIG19626,19626,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Katsina Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Katsina,Faskari,,Faskari,11.7196,7.0272,2,Guardian (Nigeria),National,"On 28 January 2021, a Katsina Communal Militia attacked and looted Unguwar Dan Kaya, Matseri and Unguwar Hayaki communities (Faskari LGA, Katsina), killing seven residents and carting away livestock.",7,2021-05-06 17:38:13.050,RES01\admcunat,,
1738,10604057,95,20210213,203,Western Africa,,NIG19803,19803,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Kaduna Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Kaduna,Chikun,,Chikun,10.2691,7.1085,2,Premium Times (Nigeria),National,"On 13 February 2021, a Kaduna communal militia attacked and killed three passengers around Yakowa village (Chikun LGA, Kaduna). Unknown reason for attack.",3,2021-05-06 17:38:13.050,RES01\admcunat,,
1739,10650646,95,20210225,203,Western Africa,,NIG19925,19925,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Niger Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Niger,Rafi,,Kusheriki,10.5328,6.4422,2,Daily Post (Nigeria),National,"On 25 February 2021, a Niger communal militia attacked Angwar Mahogi in the Kusheriki (Rafi LGA, Niger) and Rafingora (Kontagora LGA, Niger), killing at least five residents and abducting eight others. Fatalities split across two events.",3,2021-05-06 17:38:13.050,RES01\admcunat,,
1740,10983639,95,20210206,203,Western Africa,,NIG19720,19720,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Kaduna Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Kaduna,Kajuru,,Kajuru,10.3192,7.6892,2,CKN Nigeria; Daily Champion; Daily Trust (Nigeria),National,"On 6 February 2021, a Kaduna Communal Militia attacked Kujeni Village (Kajuru LGA, Kaduna), killing five residents. Unknown reason for attack.",5,2021-05-06 17:38:13.050,RES01\admcunat,,
1741,10983718,95,20210202,203,Western Africa,,NIG19666,19666,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Katsina Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Katsina,Sabuwa,,Sabuwa,11.173,7.1172,2,Daily Trust (Nigeria),National,"On 2 February 2021, a Katsina Communal Militia attacked Sabuwa town (Sabuwa LGA, Katsina), killing 13 residents, in what was a reprisal attack.",13,2021-05-06 17:38:13.050,RES01\admcunat,,
1742,10650849,95,20210106,203,Western Africa,,NIG19400,19400,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,Civilians (Nigeria),,7,27,Borno,Nganzai,,Gajiram,12.493,13.2091,2,Nigeria Punch,National,"On 6 January 2021, Boko Haram militants attacked commuters at Aligambori near Gajiram along the Maiduguri-Monguno Road (Nganzai LGA, Borno), killing passengers and seizing 11 vehicles. Unknown fatalities coded as 3.",3,2021-05-06 17:38:13.050,RES01\admcunat,,
1743,10650647,95,20210226,203,Western Africa,,NIG19928,19928,2021,2,Explosions/Remote violence,One-sided violent events in which the tool for engaging in conflict creates asymmetry by taking away the ability of the target to respond.,Air/drone strike,Air or drone strikes that have occurred in the absence of any other engagement; includes any air-to-ground attacks that do not involve exchange of fire with ground forces.,Military Forces of Nigeria (2015-),,1,Kaduna Communal Militia (Nigeria),,4,14,Kaduna,Birnin Gwari,,Birnin Gwari,10.6637,6.54,2,Daily Post (Nigeria),National,"Around 26 February 2021 (as reported), Nigerian Airforce conducted air strikes against a Kaduna communal militia at Birnin Gwari, Giwa, Igabi, and Chikun Local Government Areas in Kaduna State, killing an unspecified number of militiamen. Unknown fatalities coded as 3 and split across 4 events.",0,2021-05-06 17:38:13.050,RES01\admcunat,,
